target,message,message_len,message_clean,target_encoded
ham,How? Izzit still raining?,25,izzit still rain,0
ham,As if i wasn't having enough trouble sleeping.,46,enough troubl sleep,0
ham,I havent add Ì_ yet right.. ,28,havent add yet right,0
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,126,lol realli need rememb eat drink appreci keep compani night babe smile,0
ham,Babe ? I lost you ... Will you try rebooting ?,46,babe lost tri reboot,0
ham,Yes. Nigh you cant aha.,23,yes nigh cant aha,0
ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,84,thk gotta go home urself cos b go shop fren present,0
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,72,nooooooo gonna bore death day cabl internet outag,0
ham,Sos! Any amount i can get pls.,30,sos amount get pls,0
ham,"Playin space poker, u?",22,playin space poker,0
ham,How come guoyang go n tell her? Then u told her?,48,come guoyang go n tell told,0
ham,You need to get up. Now.,24,need get,0
ham,They r giving a second chance to rahul dengra.,46,r give second chanc rahul dengra,0
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",86,yeah fact ask need anyth like hour ago much,0
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,158,first strike red one bird antelop begin toplay fieldof selfindepend believ flower content grow random,0
ham,Y Ì_ wan to go there? C doctor?,31,wan go doctor,0
ham,Does daddy have a bb now.,25,daddi bb,0
spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",102,free msg get gnarl barkley crazi rington total free repli go messag right,1
ham,She's borderline but yeah whatever.,35,borderlin yeah whatev,0
ham,"Until 545 lor... Ya, can go 4 dinner together...",48,lor ya go dinner togeth,0
ham,I will be gentle princess! We will make sweet gentle love...,60,gentl princess make sweet gentl love,0
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,97,doin babi girl hope okay everi time call ure phone miss get touch,0
ham,"Sorry, went to bed early, nightnight",36,sorri went bed earli nightnight,0
ham,I like to think there's always the possibility of being in a pub later.,71,like think alway possibl pub later,0
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),83,hmm yeah groov look forward pound special,0
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,153,got video tape pple type messag lor free wan help hee cos noe wan watch infern affair ask along ask shuhui oso,0
ham,Hi dude hw r u da realy mising u today,38,hi dude hw r da reali mise today,0
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,82,hungri buy food good lei mum n yun dun wan juz buy littl bit,0
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,114,refus loan secur unsecur get credit call free text back help,1
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,94,probabl eat today think gonna pop weekend miss,0
ham,I knew it... U slept v late yest? Wake up so late...,52,knew slept v late yest wake late,0
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,84,haha dont angri take practic real thing,0
ham,Where is that one day training:-),33,one day train,0
ham,So i could kiss and feel you next to me...,42,could kiss feel next,0
ham,Have a nice day my dear.,24,nice day dear,0
ham,I sent lanre fakeye's Eckankar details to the mail box,54,sent lanr fakey eckankar detail mail box,0
ham,Your dad is back in ph?,23,dad back ph,0
spam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",138,special select receiv award call line close cost cs appli ag promo,1
ham,If you ask her or she say any please message.,45,ask say pleas messag,0
ham,"If e timing can, then i go w u lor...",37,e time go w lor,0
ham,I was just callin to say hi. Take care bruv!,44,callin say hi take care bruv,0
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,135,valu vodafon custom comput pick win $$$ prize collect easi call,1
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,73,turn heater heater set degre,0
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,202,thank messag realli appreci sacrific sure process direct pay find way back test tomorrow class wonder day,0
ham,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place ",140,troubl class go well due dodgey one expect mine tomo see recoveri time place,0
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,146,free video camera phone half price line rental mths cross ntwk min txts call,1
ham,WOT U UP 2 J?,13,wot j,0
ham,"Night night, see you tomorrow",29,night night see tomorrow,0
ham,Roger that. WeÛ÷re probably going to rem in about 20,53,roger probabl go rem,0
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,132,think girl propos today se ur bloodi funki shit fuck face asssssholeee,0
ham,I wish u were here. I feel so alone,35,wish feel alon,0
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,96,reason team budget avail last buy unsold player base rate,0
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,73,ceri rebel sweet dreamz littl buddi ya need bloke,0
spam,ringtoneking 84484,18,ringtonek,1
ham,Huh i cant thk of more oredi how many pages do we have?,55,huh cant thk oredi mani page,0
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,60,fren go lor alon wif mum n sis lor,0
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,83,nationwid auto centr someth like newport road like,0
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",111,hey miss tm last night phone charg smile meet friend short,0
ham,"Whatever, juliana. Do whatever you want.",40,whatev juliana whatev want,0
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,63,rington club new poli direct mobil everi week,1
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",104,hello sort town alreadi dont rush home eat nacho let know eta,0
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,133,ok lor anyway thk cant get ticket cos like quit late alreadi wan go look ur fren darren wif,0
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,137,bank granit issu strong buy explos pick member nasdaq symbol cdgt $$$ per,1
ham,"Dizzamn, aight I'll ask my suitemates when I get back",53,dizzamn aight ask suitem get back,0
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",70,nimbomson yep phone know one obvious cos that real word,0
ham,I love to cuddle! I want to hold you in my strong arms right now...,67,love cuddl want hold strong arm right,0
ham,R u in this continent?,22,r contin,0
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,63,pay like yrs difficult,0
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,95,bore housew chat n date bt nation rate min landlin,1
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,143,tri call repli sms video mobil min unlimit text free camcord repli call del thur,1
ham,K...k...when will you give treat?,33,k k give treat,0
spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",159,time tri contact $$$ prize claim easi call per minut bt nation rate,1
ham,He's just gonna worry for nothing. And he won't give you money its no use.,74,gonna worri noth give money use,0
ham,Did you get any gift? This year i didnt get anything. So bad,60,get gift year didnt get anyth bad,0
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,220,well pattern emerg friend tell drive come smoke tell weed fiend make smoke much imped thing see hesit,0
ham,", ow u dey.i paid 60,400thousad.i told  u would call . ",55,ow dey paid told would call,0
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,127,fine babe aint much tho saw scari movi yest quit funni want afternoon town mall sumthin xx,0
ham,I'm reaching home in 5 min.,27,reach home min,0
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",162,forgot work today wanna chat thing ok drop text free bore etc ring hope well nose essay xx,0
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,112,ha must walk everywher cannot take tram cousin said walk vic market hotel,0
ham,Discussed with your mother ah?,30,discuss mother ah,0
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty",61,sorri text drive coher see twenti,0
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,73,receiv week tripl echo rington short enjoy,1
ham,In which place i can get rooms cheap:-),39,place get room cheap,0
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,103,eek lot time especi sinc american pie like minut long stop sing,0
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",48,gran onlyfound afew day ago cusoon honi,0
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",159,select stay top british hotel noth holiday valu $$$ dial claim nation rate call,1
ham,University of southern california.,34,univers southern california,0
ham,We have to pick rayan macleran there.,37,pick rayan macleran,0
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,89,gd lor go shop got stuff wan watch infern affair come lar,0
ham,Well. Balls. Time to make calls,31,well ball time make call,0
ham,Wat time Ì_ wan today?,22,wat time wan today,0
ham, &lt;#&gt;  in mca. But not conform.,36,mca conform,0
ham,Oh ok.. Wat's ur email?,23,oh ok wat ur email,0
ham,"Yes, princess. Are you going to make me moan?",45,yes princess go make moan,0
ham,Lol its ok I didn't remember til last nite,42,lol ok rememb til last nite,0
ham,"[Û_] anyway, many good evenings to u! s",40,anyway mani good even,0
ham,"Cool, I'll text you in a few",28,cool text,0
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",84,sorri vikki watch olav mandara movi kano trishul theatr wit frnds,0
ham,I'm very happy for you babe ! Woo hoo party on dude!,52,happi babe woo hoo parti dude,0
ham,I am taking you for italian food. How about a pretty dress with no panties? :),78,take italian food pretti dress panti,0
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,54,wot thout gonna call txt bak luv k,0
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,159,chosen receiv $$$ award pls call claim number collect award select receiv valu mobil custom,1
ham,How are you holding up?,23,hold,0
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,93,dont flatter tell man mine two pint carlin ten minut pleas,0
ham,Hope you are not scared!,24,hope scare,0
ham,I'm at home n ready...,22,home n readi,0
ham,What time do u get out?,23,time get,0
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,65,liter bed like hour,0
ham,"Yes, my reg is  Ciao!",21,yes reg ciao,0
ham,If You mean the website. Yes.,29,mean websit yes,0
spam,Win a å£1000 cash prize or a prize worth å£5000,47,win $$$ cash prize prize worth $$$,1
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",156,thank rington order refer number mobil charg tone arriv pleas call custom servic,1
ham,Lol or I could just starve and lose a pound by the end of the day.,66,lol could starv lose pound end day,0
ham,Yeah that's the impression I got,32,yeah impress got,0
ham,Ok ok take care. I can understand.,34,ok ok take care understand,0
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",153,motiv behind everi dark shine light wait find behind everi best friend alway trust love bslvyl,0
ham,"Ya ok, then had dinner?",23,ya ok dinner,0
ham,I was slept that time.you there?,32,slept time,0
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,69,dont make ne plan nxt wknd coz want us come ok,0
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,180,school start stay weather like food social support system like friend school thing import,0
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",255,ha ha nan yalrigu heltini iyo kothi chikku share mani thing wit far told bodi even utter word abt ur trust much tell other plz nxt time dont use word ok chikku b,0
ham,Noice. Text me when you're here,31,noic text,0
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,59,hi di yiju meet pm esaplanad tonight,0
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,156,mobi pub quiz win $$$ high street prize know new duchess cornwal txt first name unsub stop $$$ sp,1
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",159,week savamob member offer access call detail savamob pobox $$$ week savamob offer mobil,1
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",138,aight set free think could text blake address occur quit sure thought,0
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,67,hi dear saw dear happi batteri low,0
ham,How are you. Its been ages. How's abj,37,age abj,0
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,122,prof pass paper sem congrat student enna kalaachutaarama prof gud mrng,0
ham,Dont kick coco when he's down,29,dont kick coco,0
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,97,fyi gonna call sporad start like bc doin shit,0
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",149,contact date servic someon know find call mobil landlin,1
spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,141,tbs persolvo chase us sinc sept $$$ definit pay thank inform ignor kath manchest,1
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,76,hope much fun without see tomorrow love jess x,0
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,84,ok wont call disturb one know avoid burden,0
ham,I've reached home n i bathe liao... U can call me now...,56,reach home n bath liao call,0
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,106,loan purpos even bad credit tenant welcom call http,1
ham,Was the actual exam harder than NBME,36,actual exam harder nbme,0
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,84,lot sick thing go round take easi hope feel better soon lol,0
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,114,kick new season free goal news ur mobil txt ur club name eg villa,1
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,96,hey sathya till dint meet even singl time saw situat sathya,0
ham,Gam gone after outstanding innings.,35,gam gone outstand inning,0
ham,O i played smash bros  &lt;#&gt;  religiously.,46,play smash bros religi,0
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",276,sir good morn hope good weekend call let know abl rais dad howev said would make rest avail mid feb amount still quit short hope would help good day abiola,0
ham,Hurry home. Soup is DONE!,25,hurri home soup done,0
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",153,good afternoon love good see word ym get tm smart move slave smile drink coffe await,0
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,74,quit ok bit ex better go eat smth els feel guilti,0
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",154,orang bring rington time chart hero free hit week go rington pic wap stop receiv tip repli stop,1
ham,Lemme know when you're here,27,lemm know,0
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,148,privat account statement show un redeem point call identifi code expir,1
ham,He needs to stop going to bed and make with the fucking dealing,63,need stop go bed make fuck deal,0
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",147,love brother time talk english grin say hey muhommad penni say hello across sea,0
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,135,tri call repli sms video mobil min unlimit text free camcord repli call,1
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",154,hey doc pls want get nice shirt hubbi nice fite one budget k help pls load card abi hw keep post luv mj,0
ham,I remain unconvinced that this isn't an elaborate test of my willpower,70,remain unconvinc elabor test willpow,0
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",163,life noth wen v get everyth life everyth wen v miss someth real valu peopl wil realiz absenc gud mrng,0
ham,how are you? I miss you!,24,miss,0
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,85,answerin phone actual pretti reason hour sleepi,0
ham,"Hey , is * rite u put åÈ10 evey mnth is that all?",49,hey rite put evey mnth,0
ham,i am going to bed now prin,26,go bed prin,0
ham,I think just yourself Û_Thanks and see you tomo,48,think thank see tomo,0
ham,If u dun drive then how i go 2 sch.,35,dun drive go sch,0
ham,I not at home now lei...,24,home lei,0
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,167,gsoh good spam ladi could b male gigolo join uk fastest grow men club repli oncal mjzgroup repli stop msg $$$,1
ham,Do u hav any frnd by name ashwini in ur college?,48,hav frnd name ashwini ur colleg,0
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,80,jus finish lunch way home lor tot dun wan stay sch today,0
ham,K then 2marrow are you coming to class.,39,k come class,0
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",122,hot live fantasi call per min ntt ltd po box croydon nation rate call,1
ham,Pls send me your address sir.,29,pls send address sir,0
ham,I want to lick your pussy now...,32,want lick pussi,0
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",75,yo gonna still stock tomorrow today tri get dubsack,0
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,141,urgent mobil number award prize guarante call landlin claim valid,1
ham,"I'll see, but prolly yeah",25,see prolli yeah,0
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,60,thought could go dinner treat seem ok,0
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,154,stand away heart ach without wonder crave,0
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,230,sorri never hear unless book one kinda joke thet realli look skinni white girl one line much camera someth like cast look,0
ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",94,sure thing big man hockey elect go longer hour though,0
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,87,watch lor saw swatch one thk quit ok ard need opinion leh,0
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),116,hiya like hlday pic look horribl took mo how camp amrca thing speak soon serena,0
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",126,babe goe day miss alreadi love love kiss hope everyth goe well,0
ham,Yunny... I'm goin to be late,28,yunni goin late,0
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,160,doc prescrib morphin caus pain med enough wait mom bring med kick fast gonna tri later,0
ham,"Cool, want me to go to kappa or should I meet you outside mu",60,cool want go kappa meet outsid mu,0
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",153,hey sexi bun told ador loverboy hope rememb thank sister law meatbal grin love babe,0
ham,May b approve panalam...but it should have more posts..,55,may b approv panalam post,0
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",157,spjanuari male sale hot gay chat cheaper call nation rate min cheap min peak stop text call min,1
ham,Me i'm not workin. Once i get job...,36,workin get job,0
ham,And by when you're done I mean now,34,done mean,0
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,77,ur luck love someon ur fortun love one love,0
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,147,hi babi ive got back work want see allday hope didnt piss phone today give call xxx,0
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,152,freemsg today day readi horni live town love sex fun game netcollex ltd per msg repli stop end,1
ham,Is it your yahoo boys that bring in the perf? Or legal.,55,yahoo boy bring perf legal,0
ham,No need to say anything to me. I know i am an outsider,54,need say anyth know outsid,0
ham,have you ever had one foot before?,34,ever one foot,0
ham,Just got to  &lt;#&gt;,22,got,0
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",111,good need receipt ówell done yes pleas tell number could ring,0
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,89,leav wif lar iï wan carri meh heavi da num familiar,0
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),153,beauti truth express face could seen everyon depress heart could understood love one gud,0
ham,Infact happy new year. How are you where are you when are we seeing,67,infact happi new year see,0
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",146,simpson movi releas juli name band die start film green day b blue day red day send b,1
ham,That's a shame! Maybe cld meet for few hrs tomo?,48,shame mayb cld meet hrs tomo,0
ham,Lol I would but despite these cramps I like being a girl.,57,lol would despit cramp like girl,0
ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,161,wait cornwal hope tonight bad well rock night shite anyway go kip good night speak soon,0
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,139,pls help tell sura expect batteri hont pls send messag download movi thank,0
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,160,pleas call amanda regard renew upgrad current mobil handset free charg offer end today tel subject,1
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",158,found way get anoth app phone eh go net cafe take job geeee need babe crave see,0
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,90,work mon thur sat cant leh book liao day free,0
ham,ÌÏ comin to fetch us oredi...,29,iï comin fetch us oredi,0
ham,What's nannys address?,22,nanni address,0
ham,Haf u eaten? Wat time u wan me 2 come?,38,haf eaten wat time wan come,0
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,144,want new video phone anytim network min half price line rental free text month repli call free deliveri,1
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",92,yo call get chanc friend mine want ask big order,0
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,84,singl singl answer fight plus said broke didnt repli,0
ham,It certainly puts things into perspective when something like this happens,74,certain put thing perspect someth like happen,0
ham,Now got tv 2 watch meh? U no work today?,40,got tv watch meh work today,0
ham,i felt so...not any conveying reason.. Ese he... What about me?,63,felt convey reason ese,0
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,134,go got excit karaok type activ plan debat whether play footbal eve feel lazi though,0
ham,I told that am coming on wednesday.,35,told come wednesday,0
ham,"Its ok, called mom instead have fun",35,ok call mom instead fun,0
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",112,dear voucher holder claim week offer pc pleas go http ts cs appli,1
ham,Well if I'm that desperate I'll just call armand again,54,well desper call armand,0
ham,Are you at work right now ?,27,work right,0
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,111,heard anyth answer text guess flake said jb fantast,0
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",157,mmmmmm love much ahmad wait year begin everi second take closer side happi new year love,0
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,124,pls full name joke school cos fee univers florida seem actual k pls holla back,0
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,77,ok said got wisdom teeth hidden insid n mayb need remov,0
ham,And pls pls drink plenty plenty water,37,pls pls drink plenti plenti water,0
ham,How are you doing. How's the queen. Are you going for the royal wedding,71,queen go royal wed,0
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,74,lag sad part keep touch thank skype,0
ham,Ok lor then we go tog lor...,28,ok lor go tog lor,0
ham,Two teams waiting for some players,34,two team wait player,0
ham,Can Ì_ send me a copy of da report?,35,send copi da report,0
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",67,swhrt dey hope ur ok tot love n miss take care,0
ham,"Ok da, i already planned. I wil pick you.",41,ok da alreadi plan wil pick,0
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",144,urgent pleas call abta complimentari spanish holiday $$$ cash await collect sae cs box,1
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,83,realli need shit tomorrow know awak like,0
ham,I'm good. Have you registered to vote?,38,good regist vote,0
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",61,hmm ok stay like hour cos eye realli sore,0
ham,Dear got bus directly to calicut,32,dear got bus direct calicut,0
ham,Mm umma ask vava also to come tell him can play later together,62,mm umma ask vava also come tell play later togeth,0
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",79,well general price oz let know much want,0
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",158,moment day valu morn bring hope afternoon bring faith even bring luv night bring rest wish find today good morn,0
ham,&lt;#&gt;  w jetton ave if you forgot,37,w jetton ave forgot,0
ham,Ok i'm coming home now.,23,ok come home,0
ham,Can not use foreign stamps in this country.,43,use foreign stamp countri,0
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",108,sorri lot friend friend stuff talk actual guy want buy,0
